0;álmodik;2;mennyei;2;mennyei;3;szakértő;2;szakértő;3;gyerekkori;2;áldott;3;csókol;3;kígyó;3;gyermekkori;2;lélek;3;finom;2;álmodik;3;ügyvéd;3;kedves;2;;;;;;;;;;;;
1;kikötő;2;lélek;2;homlok;3;kastély;3;erőd;3;kúria;2;érsek;3;összetör;3;nyaraló;2;part;3;tenger;3;part;2;kegy;3;szegez;3;összetör;2;;;;;;;;;;;;
2;bennszülött;2;dzsungel;3;sivatag;3;előadás;2;előadás;3;trópusi;3;legelő;2;trópusi;2;bennszülött;3;;;;;;;;;;;;;;;;;;;;;;;;
3;kard;2;harcos;3;nemzetiségi;2;nemzetiségi;3;mitológia;3;szőlő;3;citrom;2;kultúra;3;törzs;2;citrom;3;sárkány;2;alma;2;hódító;2;alma;3;király;2;hódító;3;;;;;;;;;;
4;közlekedési;2;szegez;3;pisztoly;2;lebeg;3;fegyver;3;fegyver;2;páncél;3;szörny;3;létezik;2;létezik;3;pisztoly;3;;;;;;;;;;;;;;;;;;;;
5;produkció;3;fellép;3;társulat;3;társulat;2;zenekar;3;fickó;3;szimfonikus;2;előadás;3;zenekar;2;galamb;3;téli;2;;;;;;;;;;;;;;;;;;;;
6;szelet;3;virág;2;paradicsom;3;szelet;2;alma;3;kanál;2;tészta;2;burgonya;3;hengeres;2;vágott;3;termeszt;3;termeszt;2;hagyma;3;virág;3;mosogató;2;;;;;;;;;;;;
7;előadás;2;musical;3;produkció;2;zenés;3;zenés;2;hangverseny;3;hangverseny;2;szakközépiskola;3;esti;2;máltai;2;eljátszik;3;esti;3;zenekar;2;fellép;2;eljátszik;2;produkció;3;;;;;;;;;;
8;alezredes;2;demokratikus;2;száraz;3;forró;3;ragasztó;2;hideg;2;hideg;3;karton;2;lényeg;3;kijelző;3;dobál;2;elfog;2;elfog;3;bűnös;3;elismer;3;;;;;;;;;;;;
9;álmodozik;3;álmodik;3;forró;3;forró;2;kanál;3;kapu;3;puha;3;illat;2;megrendezés;2;élmény;3;kapu;2;;;;;;;;;;;;;;;;;;;;
10;professzor;2;pszichológia;3;gonosz;2;pszichológiai;3;elméleti;2;titokzatos;3;oktat;3;mester;3;papucs;3;ellop;2;gonosz;3;bevetés;2;katonai;3;ellop;3;művészettörténész;2;oktat;2;semmisít;3;;;;;;;;
11;farkas;3;állat;2;tehetséges;2;fiatal;3;kutya;3;nemzeti;2;farok;3;nőstény;3;fehér;2;kutya;2;patkány;2;patkány;3;róka;3;;;;;;;;;;;;;;;;
12;lezuhan;2;kalandos;3;érrendszeri;2;csónak;3;szikla;3;hegy;2;pszichés;3;stressz;3;immunrendszer;2;krónikus;3;köves;3;pótol;2;megbetegedés;2;könnyű;3;pótol;3;karkötő;2;;;;;;;;;;
13;traktor;2;lyukas;3;fenék;2;lábbeli;2;traktor;3;motorkerékpár;2;infrastruktúra;3;emel;2;terepjáró;3;ered;2;kocsi;2;kocsi;3;jármű;3;jármű;2;kerékpár;3;platform;2;őslakos;2;;;;;;;;
14;szent;3;evangélium;3;megvált;3;jeruzsálemi;3;városrész;2;egyház;3;hozzáad;2;isten;3;imádkozik;3;isten;2;korai;2;;;;;;;;;;;;;;;;;;;;
15;henger;2;parazita;3;immunrendszer;2;kerék;3;megbetegedés;2;szelep;3;konzultál;2;vírus;3;fertőző;2;fertőzés;2;henger;3;szelep;2;ének;2;;;;;;;;;;;;;;;;
16;vallás;2;őslakos;2;föld;3;birodalom;3;gonosz;2;császár;3;sivatag;3;trópusi;3;gonosz;3;mitológia;2;bennszülött;2;vallás;3;vörös;2;trópusi;2;;;;;;;;;;;;;;
17;vezényel;3;vezényel;2;trió;3;trió;2;rózsaszín;2;rózsaszín;3;ragyog;3;nőstény;2;hangszeres;3;játszik;3;játszik;2;hófehér;2;hófehér;3;homlok;2;;;;;;;;;;;;;;
18;csillagász;2;téli;3;barlang;2;barna;3;polc;2;olasz;2;éjszaka;3;alvó;2;álmodik;3;hófehér;3;fekete;2;árny;3;árny;2;politikai;2;álmodik;2;politikai;3;hófehér;2;magyar;3;nyugati;3;magyar;2;;
19;krém;3;anyanyelvű;2;lágy;3;bors;2;citrom;3;lágy;2;parfüm;3;fűszer;3;nyelv;2;váltó;3;acél;3;rizs;2;könnyű;3;cipő;3;szappan;3;fűszer;2;;;;;;;;;;
20;izzó;3;törölköző;2;ápolt;3;könyvkiadó;3;tábori;2;nyel;3;hideg;2;hideg;3;érrendszeri;3;leves;2;üvölt;2;krumpli;2;üvölt;3;remeg;2;ápoló;3;torok;3;harag;2;forró;3;érrendszeri;2;égési;2;környezet;3
21;négylábú;3;lány;3;lány;2;rajongó;2;rajongó;3;kutya;2;kutya;3;hűséges;3;haver;3;;;;;;;;;;;;;;;;;;;;;;;;
22;nadrág;2;hófehér;3;velejáró;2;nadrág;3;hófehér;2;nyár;2;fekete;3;lassú;3;kattint;2;formáció;2;formáció;3;folt;2;kabát;3;kattint;3;fekete;2;vagány;3;;;;;;;;;;
23;sajt;2;sajt;3;hegedű;3;hangszer;3;zongora;2;hangszeres;2;költ;2;milánói;3;milánói;2;citrom;2;dobál;3;alapfokú;3;formáz;3;burgonya;2;;;;;;;;;;;;;;
24;jármű;3;forgalmi;3;díjmentes;2;készülék;3;máltai;2;kocsi;2;kocsi;3;sima;3;távolsági;2;távolsági;3;busz;2;közlekedik;2;rajzol;3;ívelt;3;;;;;;;;;;;;;;
25;üvölt;2;lapos;3;hideg;3;üdítő;3;főtt;2;forró;2;üvölt;3;androidos;3;csípő;2;szendvics;3;fűszeres;3;androidos;2;hideg;2;cseng;2;rohadt;3;;;;;;;;;;;;
26;támogatási;2;bekezdés;3;tészta;2;főtt;3;pattan;3;főtt;2;dobál;3;tálal;3;húsos;3;kanál;3;kagyló;3;;;;;;;;;;;;;;;;;;;;
27;zenés;3;szépséges;3;vörös;2;hagyomány;2;hófehér;2;népzene;3;színpadi;3;balett;2;keringő;2;keringő;3;balett;3;fehér;2;fehér;3;produkció;3;;;;;;;;;;;;;;
28;asszony;3;lány;2;meggyilkol;3;várandós;2;kihallgatás;3;ásványi;2;édes;3;táplálkozás;2;katonaság;3;várandós;3;magzat;3;báty;3;fegyveres;2;;;;;;;;;;;;;;;;
29;alja;2;fehér;3;puha;3;beton;2;építmény;3;szikla;3;domb;3;alja;3;felújítás;3;szór;2;épít;3;ropogós;3;műsor;2;mező;2;keringő;2;;;;;;;;;;;;
30;alakulás;3;kecske;2;szarvasmarha;3;kecske;3;öngyilkosság;3;kacsa;3;marha;2;marha;3;kakas;3;gyapjú;2;szarvasmarha;2;disznó;2;állat;3;közölt;2;közzétett;3;;;;;;;;;;;;
31;tányér;3;professzor;2;halmaz;3;szakos;3;professzor;3;egyetemi;2;halmaz;2;rátesz;3;vegán;2;leves;2;egyetemi;3;;;;;;;;;;;;;;;;;;;;
32;étrend;3;ránt;2;ránt;3;tányér;2;sült;3;saláta;2;főtt;2;saláta;3;rizs;3;szendvics;3;túró;3;étrend;2;;;;;;;;;;;;;;;;;;
33;örmény;2;burkolat;3;alkatrész;2;szicíliai;2;kerék;3;motor;2;nyelvű;2;bizánci;2;elüt;2;anyanyelvű;3;kocsi;2;kocsi;3;műanyag;2;kerék;2;ókori;2;gyári;3;;;;;;;;;;
34;völgy;2;domb;2;domb;3;homokos;3;fogyaszt;3;krémes;2;mocsár;3;citrom;2;völgy;3;hegy;3;grand;2;csokoládé;3;;;;;;;;;;;;;;;;;;
35;bemegy;3;bites;2;intézmény;3;intézmény;2;szimbolizál;3;centrum;3;nyit;2;nyit;3;sima;3;bezár;3;fehér;3;fehér;2;rózsaszín;2;;;;;;;;;;;;;;;;
36;akusztikus;2;kísér;3;kórus;3;ének;3;zenekar;3;anya;3;zenekar;2;szimfonikus;2;zeneművészeti;3;anyuka;3;;;;;;;;;;;;;;;;;;;;;;
37;fényszóró;2;kerék;3;gumi;3;szerelvény;3;utcai;3;szerelt;2;váltó;3;szerel;2;show;3;kerék;2;szimfonikus;2;hófehér;3;kocsi;3;szimfonikus;3;;;;;;;;;;;;;;
38;ereszt;2;kortárs;3;enged;3;rovar;3;rovar;2;táplálkozik;3;fontosságú;2;táplálkozik;2;kortárs;2;tetem;3;állat;2;;;;;;;;;;;;;;;;;;;;
39;fehér;2;világos;2;viking;2;klinikai;2;árnyalat;3;fekete;3;fekete;2;tanácsadás;3;fehér;3;árnyalat;2;klinika;3;világos;3;;;;;;;;;;;;;;;;;;
40;alkat;2;délkeleti;3;magzat;3;csókol;3;délkeleti;2;alakú;3;alakú;2;érvényesül;3;java;3;farkas;3;öreg;3;suttog;3;vitat;2;egyház;3;mama;2;alom;3;testvér;3;lélek;2;érvényesül;2;;;;
41;barna;3;lépett;2;zenei;3;alakú;2;dokumentum;2;hófehér;3;tekercs;3;fekete;2;megpillant;2;írásbeli;3;tündér;3;boszorkány;3;elektronikus;2;érettségizik;3;dokumentum;3;dokumentáció;2;típus;3;fekete;3;végigkísér;2;;;;
42;enged;3;dühös;3;hideg;2;hideg;3;oroszlán;2;kakas;2;veszekszik;3;törölköző;2;farkas;3;vidi;3;vidi;2;rabló;3;vörös;3;;;;;;;;;;;;;;;;
43;alakú;3;hűtés;3;kerék;3;lapos;3;lapos;2;landol;3;alakú;2;talp;2;megeszik;2;vastag;3;létra;2;személyzet;3;szobás;2;villa;3;;;;;;;;;;;;;;
44;szent;3;dicsőít;3;teremtő;2;isten;3;elme;3;elme;2;gonosz;2;szent;2;isten;2;elkötelezettség;2;atya;3;;;;;;;;;;;;;;;;;;;;
45;ellenfél;2;rejtély;3;tányér;3;ajtó;3;étkező;3;tányér;2;ketrec;2;fogás;3;kandalló;3;megeszik;3;étkezés;2;légkondicionáló;3;;;;;;;;;;;;;;;;;;
46;járda;3;nápolyi;2;helyettes;2;helyettes;3;sarki;3;nagybáty;3;herceg;2;gróf;3;szeles;3;meleg;3;herceg;3;;;;;;;;;;;;;;;;;;;;
47;balett;3;színpad;3;balett;2;száraz;3;ledob;2;házi;3;csirke;3;társulat;2;nemzeti;2;csirke;2;művészeti;2;egyetem;3;tészta;2;tányér;3;;;;;;;;;;;;;;
48;eszme;2;bekapcsol;2;bekapcsol;3;éjjeli;2;támogatási;2;kérelem;3;rabló;2;üzemmód;3;gonosz;3;gonosz;2;;;;;;;;;;;;;;;;;;;;;;
49;park;2;eset;3;szilva;2;barna;3;tengerpart;2;gyümölcs;3;vékony;3;szálloda;2;szőlő;2;alma;3;gyümölcsös;2;ovális;3;adatkezelési;2;növény;3;lóerős;2;csípő;3;trópusi;2;alakú;2;kikapcsolódás;3;;;;
50;ragasztó;2;rakott;3;jelmez;2;kemence;2;karom;3;elkészítés;2;elkészítés;3;hengeres;3;sárkány;2;kígyó;3;sárkány;3;tündér;2;;;;;;;;;;;;;;;;;;
51;ruha;3;uralom;2;kegyetlen;3;bűncselekmény;3;meghosszabbítás;2;macska;2;ellenséges;3;esküvői;3;esküvői;2;rakpart;3;korrupció;3;korai;2;bukás;3;fázis;3;összekötő;2;végpont;2;macska;3;;;;;;;;
52;folt;3;gyújt;2;fehér;2;fehér;3;rózsaszín;3;balett;2;gyújt;3;világít;3;műsor;2;fesztivál;3;halvány;3;;;;;;;;;;;;;;;;;;;;
53;összekötő;2;örmény;3;kanyar;3;végpont;2;kocsi;3;kocsi;2;fejlődési;2;irány;3;robban;2;szár;2;vékony;3;közlekedik;3;húzódó;3;főút;3;forgalmi;2;metró;3;metró;2;forgalmi;3;;;;;;
54;hőszigetelő;3;hagyomány;2;kesztyű;3;kocsi;3;csizma;3;csizma;2;lábbeli;2;ruha;3;hord;3;kerékpár;3;összeáll;2;ikonikus;3;személyautó;2;;;;;;;;;;;;;;;;
55;sajt;2;sajt;3;molekula;3;folyadék;3;továbbítás;3;jogszabály;2;mágneses;2;pici;3;elektromágneses;2;elektromágneses;3;megjegyzés;2;kakaó;2;édesség;3;cukros;3;tejtermék;3;;;;;;;;;;;;
56;inka;3;sivatag;2;ültetvény;3;zeneművészeti;2;zeneművészeti;3;inka;2;karmester;3;alma;3;paraszt;3;sivatag;3;őslakos;2;hullik;3;oroszlán;2;termeszt;3;bennszülött;2;ezüst;2;;;;;;;;;;
57;tisztség;3;tisztség;2;kupola;3;kupola;2;gonosz;2;gonosz;3;király;2;szentély;3;király;3;;;;;;;;;;;;;;;;;;;;;;;;
58;szerencsés;2;felső;2;csaj;2;megfizetés;3;befizetés;2;lila;3;hófehér;3;virág;2;szoknya;2;hatalmas;3;kifizet;3;felső;3;szár;2;;;;;;;;;;;;;;;;
59;környék;3;éjjel;2;alszik;3;alszik;2;álmodik;2;szállodai;3;téli;3;erdő;3;éjjel;3;meteorológiai;2;veszélyeztetett;3;felébred;2;ködös;3;;;;;;;;;;;;;;;;
60;szarv;2;főtt;2;büntet;3;szárnyas;3;tészta;2;puha;3;tányér;2;táplálkozás;2;kérelmező;3;megsérül;3;kanál;2;kanál;3;bors;3;;;;;;;;;;;;;;;;
61;szálloda;2;leves;2;tányér;3;álmodik;3;főtt;2;bőséges;3;sütemény;2;fedezet;3;étterem;3;eszik;2;vacsora;3;fejlesztési;3;fejlesztési;2;kavics;2;tengerparti;2;saláta;3;származik;3;ágynemű;3;;;;;;
62;doboz;3;pohár;3;porcelán;3;trükk;2;alumínium;2;pohár;2;edény;3;fólia;3;tokos;2;tokos;3;rozsdamentes;3;;;;;;;;;;;;;;;;;;;;
63;rabló;3;oroszlán;2;világháborús;2;talált;3;lőfegyver;3;pisztoly;2;pisztoly;3;ezer;2;tüzel;3;kilő;3;fegyver;3;kutya;3;kutya;2;pusztai;2;érrendszeri;3;;;;;;;;;;;;
64;ítél;3;tehén;2;végrehajtási;3;eljárási;2;rózsaszín;2;fehér;2;tehén;3;piros;2;visel;2;visel;3;piros;3;farok;2;fehér;3;;;;;;;;;;;;;;;;
65;tigris;2;tigris;3;iroda;2;alakú;3;macska;2;macska;3;bika;3;állatorvos;3;gyár;3;alakú;2;kakas;3;;;;;;;;;;;;;;;;;;;;
66;ékszer;2;keringő;2;vörös;3;csillag;3;keringő;3;sárga;2;ékszer;3;viselet;3;fehér;2;viselés;2;nadrág;3;színű;2;felhő;3;csíkos;3;fehér;3;;;;;;;;;;;;
67;nyár;2;nyár;3;locsol;3;motorkerékpár;3;legénység;2;csökkent;2;autó;3;üvölt;2;repülőgép;2;lezuhan;2;series;3;szelet;2;fogyasztás;3;repülő;3;;;;;;;;;;;;;;
68;rokon;3;nőstény;2;disznó;3;állatkert;3;derék;2;ragadozó;2;állat;2;tényező;2;populáció;3;derék;3;lány;3;lány;2;rokon;2;testtartás;2;harap;3;fehér;2;csúcs;3;nőstény;3;;;;;;
69;miniszterelnökség;3;szikla;2;alja;3;villa;2;kölcsön;3;közszolgálati;2;összetör;3;alja;2;domb;3;gyújt;2;televíziós;2;nádas;3;villa;3;gyertya;3;domb;2;;;;;;;;;;;;
70;torony;2;farkas;3;torony;3;fődíj;3;vadász;3;követelmény;3;világbajnok;3;paraszt;3;kupola;3;lezuhan;2;szűk;3;kiképzés;2;jogosítvány;3;követelmény;2;;;;;;;;;;;;;;
71;óceán;3;szárazföld;3;tenger;3;cipel;2;fedélzet;2;tengeri;3;vadászik;3;gyáva;2;tengeri;2;légi;2;tenger;2;szárazföld;2;utazás;3;;;;;;;;;;;;;;;;
72;világító;2;világító;3;ásvány;3;árnyalat;2;színű;3;árnyalat;3;színű;2;hófehér;2;hófehér;3;munkanap;2;jogosulatlan;3;megvilágít;3;;;;;;;;;;;;;;;;;;
73;fehér;2;sötét;2;odafigyel;3;elment;3;vékony;3;finom;3;fehér;3;kattint;3;kattint;2;csatlakoz;2;pici;3;;;;;;;;;;;;;;;;;;;;
74;környék;3;doboz;3;doboz;2;vékony;2;környezet;3;honos;2;vékony;3;park;2;osztály;2;élővilág;3;mocsár;3;karkötő;2;;;;;;;;;;;;;;;;;;
75;király;3;fivér;3;kalandor;3;kicsi;3;lovag;2;elrabol;3;gyémánt;2;gyémánt;3;elrabol;2;bosszú;3;tüzes;2;szörny;3;televíziós;3;televíziós;2;báty;3;testvér;2;hercegnő;3;szörny;2;;;;;;
76;püspök;3;kápolna;2;kápolna;3;bazilika;3;tisztelet;3;épített;3;építés;3;építésű;3;egyház;2;díszített;3;egyház;3;szentély;3;torony;3;épült;2;;;;;;;;;;;;;;
77;alja;3;terasz;3;épült;3;homlokzat;2;hófehér;2;cserép;2;alja;2;beton;2;szobás;3;emeletes;2;szobás;2;cserép;3;kerítés;3;;;;;;;;;;;;;;;;
78;varázslat;3;üldözés;3;nevez;3;bemutatás;3;közösségi;2;gyilkos;2;démon;2;rabló;3;sárkány;2;elfog;2;nyílik;2;pénzügyminiszter;2;lett;3;varázsló;3;életérzés;3;varázsló;2;kapu;2;izlandi;3;;;;;;
79;tartalmazó;2;boldogság;2;szintetikus;3;képzési;2;örök;3;vadállat;2;szimfonikus;2;elme;3;jellemző;3;zenélés;3;forró;2;tüzes;3;füst;3;képzési;3;művelődési;2;kiadó;3;megpillant;3;;;;;;;;
80;régész;3;korona;3;ezüst;3;dinasztia;2;tudomány;2;ókori;3;végződő;2;történész;3;professzor;3;ezüst;2;színű;3;professzor;2;jános;2;jános;3;;;;;;;;;;;;;;
81;szuverenitás;3;politika;2;gonosz;3;mélye;2;elme;2;gonosz;2;meggyógyít;3;egyetért;3;párt;2;szeretet;2;mindenkori;2;mélye;3;;;;;;;;;;;;;;;;;;
82;fordul;2;alakú;3;jelölő;3;alakú;2;apró;3;adatkezelő;3;adatvédelmi;2;nyílás;2;borda;3;borda;2;háromszög;3;;;;;;;;;;;;;;;;;;;;
83;egyetemi;2;hatóanyag;2;serkent;3;táplál;3;egyetemi;3;gyomor;3;zenés;3;produkció;2;rendező;3;musical;2;lélek;2;ásványi;3;ásványi;2;szabadtéri;3;növényi;3;produkció;3;premier;3;belvárosi;2;;;;;;
84;keresztény;2;akarat;3;alakú;2;ovális;2;pajzs;3;vastag;3;szögletes;3;császár;2;fekete;3;fényszóró;2;bronz;3;fekete;2;kereszténység;3;bölcs;2;fejedelem;2;;;;;;;;;;;;
85;rendelet;2;iszap;3;rovar;3;öregedés;3;bokor;2;rendelet;3;ásványi;2;ásványi;3;rovar;2;világnap;3;tapasztalati;2;bokor;3;;;;;;;;;;;;;;;;;;
86;tányér;3;ránt;2;dolgozó;2;felderítő;3;puska;3;fegyver;3;fegyver;2;szendvics;3;szegez;3;szegez;2;alma;3;puska;2;;;;;;;;;;;;;;;;;;
87;jövedelemadó;3;barna;3;fehér;3;gyümölcs;2;sima;3;körte;2;tetszőleges;3;finom;3;szilva;2;jövedelemadó;2;térd;3;körte;3;ismerős;3;;;;;;;;;;;;;;;;
88;komor;2;hold;3;fertőző;2;depresszió;3;árny;3;keringési;2;pozitív;3;nemi;2;árny;2;velejáró;3;fény;3;távol;3;kutya;3;;;;;;;;;;;;;;;;
89;nyár;2;fehér;3;piros;3;őszi;2;harcos;3;csillagászati;2;nyitott;3;virágos;3;középkor;3;idén;2;hófehér;3;gonosz;2;angyal;3;látomás;3;nagyszabású;3;fehér;2;;;;;;;;;;
90;virág;2;mezei;3;mezei;2;hófehér;2;hófehér;3;fekete;3;meghatározott;2;visszavonás;3;fehér;3;fehér;2;állatorvos;3;hasonlít;3;tarka;3;vörös;2;;;;;;;;;;;;;;
91;trón;3;flotta;3;rabló;3;tengerész;2;szállítási;3;elrabol;3;rabló;2;öltözik;3;legénység;2;viking;3;vitorlás;2;szállítási;2;rabol;3;herceg;2;tengerész;3;;;;;;;;;;;;
92;színű;2;színű;3;rózsaszín;3;termesztett;3;alja;2;citrom;3;tejtermék;2;tojás;3;fehér;3;piros;2;rendszám;3;szór;2;piros;3;sárga;3;rendszám;2;;;;;;;;;;;;
93;enged;3;vihar;3;tenger;2;megsérül;3;megnyitás;2;mosogató;3;mosogató;2;kagyló;2;inflációs;3;borda;3;szél;2;meleg;2;szakad;3;forró;2;borda;2;kocsi;2;inflációs;2;kocsi;3;szél;3;fagyos;2;;
94;radar;3;gomb;3;bombázó;2;lehető;2;monitor;2;sima;3;monitor;3;billentyűzet;2;lehető;3;billentyűzet;3;laptop;3;űrhajó;3;helikopter;2;;;;;;;;;;;;;;;;
95;fesztivál;3;vezetékes;2;bizonyos;2;ráadás;3;port;3;katona;3;adott;3;vidékfejlesztési;2;egyeztet;3;fejedelem;2;fejedelem;3;sereg;2;progi;3;munkaügyi;3;;;;;;;;;;;;;;
96;kerék;3;repülőgép;2;sebesség;2;repülési;3;fedélzeti;2;lélek;3;alakú;3;lóerős;2;kilométeres;2;tengely;3;literes;2;jármű;3;jármű;2;lélek;2;repülőgép;3;;;;;;;;;;;;
97;beül;3;környezeti;3;újdonsült;3;növényi;3;káros;2;ásványi;3;ártalmas;2;társ;3;társ;2;előállítás;2;olaj;3;férj;2;szerves;2;létfontosságú;3;feleség;2;vegyület;2;;;;;;;;;;
98;alapeset;2;jármű;3;fokhagyma;2;kocsi;3;főtt;2;közlekedés;3;kever;3;feltör;3;hozzáad;2;főtt;3;sajt;2;tészta;3;megjegyzés;2;elsőbbség;3;olaj;3;;;;;;;;;;;;
99;kóbor;2;kóbor;3;királynő;3;bohóc;3;sárkány;3;sárkány;2;szerkesztő;3;gonosz;2;szerkesztő;2;;;;;;;;;;;;;;;;;;;;;;;;